date,home_team,away_team,home_abbr,away_abbr,arena,home_score,away_score
2024-03-27,Toronto Raptors,New York Knicks,TOR,NYK,Scotiabank Arena,101,145
2024-03-27,Chicago Bulls,Indiana Pacers,CHI,IND,United Center,125,99
2024-03-27,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,FedExForum,124,136
2024-03-27,Minnesota Timberwolves,Detroit Pistons,MIN,DET,Target Center,106,91
2024-03-27,Oklahoma City Thunder,Houston Rockets,OKC,HOU,Paycom Center,126,132
2024-03-27,Utah Jazz,San Antonio Spurs,UTA,SAS,Delta Center,111,118
2024-03-27,Denver Nuggets,Phoenix Suns,DEN,PHX,Ball Arena,97,104
2024-03-28,Atlanta Hawks,Boston Celtics,ATL,BOS,State Farm Arena,123,122
2024-03-28,New Orleans Pelicans,Milwaukee Bucks,NOP,MIL,Smoothie King Center,107,100
2024-03-29,Charlotte Hornets,Golden State Warriors,CHA,GSW,Spectrum Center,97,115
2024-03-29,Indiana Pacers,Los Angeles Lakers,IND,LAL,Gainbridge Fieldhouse,109,90
2024-03-29,Orlando Magic,LA Clippers,ORL,LAC,Kia Center,97,100
2024-03-29,Washington Wizards,Detroit Pistons,WAS,DET,Capital One Arena,87,96
2024-03-29,Brooklyn Nets,Chicago Bulls,BKN,CHI,Barclays Center,125,108
2024-03-29,Cleveland Cavaliers,Philadelphia 76ers,CLE,PHI,Rocket Mortgage FieldHouse,117,114
2024-03-29,Miami Heat,Portland Trail Blazers,MIA,POR,Kaseya Center,142,82
2024-03-29,Oklahoma City Thunder,Phoenix Suns,OKC,PHX,Paycom Center,128,103
2024-03-29,San Antonio Spurs,New York Knicks,SAS,NYK,Frost Bank Center,130,126
2024-03-29,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,Ball Arena,98,111
2024-03-29,Utah Jazz,Houston Rockets,UTA,HOU,Delta Center,100,101
2024-03-29,Sacramento Kings,Dallas Mavericks,SAC,DAL,Golden 1 Center,103,107
2024-03-30,New Orleans Pelicans,Boston Celtics,NOP,BOS,Smoothie King Center,92,104
2024-03-30,Orlando Magic,Memphis Grizzlies,ORL,MEM,Kia Center,118,88
2024-03-30,Atlanta Hawks,Milwaukee Bucks,ATL,MIL,State Farm Arena,113,122
2024-03-31,Denver Nuggets,Cleveland Cavaliers,DEN,CLE,Ball Arena,130,101
2024-03-31,Brooklyn Nets,Los Angeles Lakers,BKN,LAL,Barclays Center,104,116
2024-03-31,Charlotte Hornets,LA Clippers,CHA,LAC,Spectrum Center,118,130
2024-03-31,Toronto Raptors,Philadelphia 76ers,TOR,PHI,Scotiabank Arena,120,135
2024-03-31,Washington Wizards,Miami Heat,WAS,MIA,Capital One Arena,107,119
2024-03-31,New York Knicks,Oklahoma City Thunder,NYK,OKC,Madison Square Garden,112,113
2024-03-31,Houston Rockets,Dallas Mavericks,HOU,DAL,Toyota Center,107,125
2024-03-31,Minnesota Timberwolves,Chicago Bulls,MIN,CHI,Target Center,101,109
2024-03-31,San Antonio Spurs,Golden State Warriors,SAS,GSW,Frost Bank Center,113,117
2024-03-31,Sacramento Kings,Utah Jazz,SAC,UTA,Golden 1 Center,127,106
2024-04-01,Charlotte Hornets,Boston Celtics,CHA,BOS,Spectrum Center,104,118
2024-04-01,Detroit Pistons,Memphis Grizzlies,DET,MEM,Little Caesars Arena,108,110
2024-04-01,Indiana Pacers,Brooklyn Nets,IND,BKN,Gainbridge Fieldhouse,133,111
2024-04-01,Orlando Magic,Portland Trail Blazers,ORL,POR,Kia Center,104,103
2024-04-01,Chicago Bulls,Atlanta Hawks,CHI,ATL,United Center,101,113
2024-04-01,New Orleans Pelicans,Phoenix Suns,NOP,PHX,Smoothie King Center,111,124
2024-04-02,Toronto Raptors,Los Angeles Lakers,TOR,LAL,Scotiabank Arena,111,128
2024-04-02,Washington Wizards,Milwaukee Bucks,WAS,MIL,Capital One Arena,117,113
2024-04-02,Philadelphia 76ers,Oklahoma City Thunder,PHI,OKC,Wells Fargo Center,109,105
2024-04-02,Miami Heat,New York Knicks,MIA,NYK,Kaseya Center,109,99
2024-04-02,Minnesota Timberwolves,Houston Rockets,MIN,HOU,Target Center,113,106
2024-04-02,Denver Nuggets,San Antonio Spurs,DEN,SAS,Ball Arena,110,105
2024-04-02,Utah Jazz,Cleveland Cavaliers,UTA,CLE,Delta Center,113,129
2024-04-02,Golden State Warriors,Dallas Mavericks,GSW,DAL,Chase Center,104,100
2024-04-02,Sacramento Kings,LA Clippers,SAC,LAC,Golden 1 Center,109,95
2024-04-03,Charlotte Hornets,Portland Trail Blazers,CHA,POR,Spectrum Center,86,89
2024-04-03,Washington Wizards,Los Angeles Lakers,WAS,LAL,Capital One Arena,120,125
2024-04-03,Atlanta Hawks,Detroit Pistons,ATL,DET,State Farm Arena,121,113
2024-04-03,Boston Celtics,Oklahoma City Thunder,BOS,OKC,TD Garden,135,100
2024-04-03,Brooklyn Nets,Indiana Pacers,BKN,IND,Barclays Center,115,111
2024-04-03,Milwaukee Bucks,Memphis Grizzlies,MIL,MEM,Fiserv Forum,101,111
2024-04-03,Minnesota Timberwolves,Toronto Raptors,MIN,TOR,Target Center,133,85
2024-04-03,New Orleans Pelicans,Orlando Magic,NOP,ORL,Smoothie King Center,108,117
2024-04-03,Phoenix Suns,Cleveland Cavaliers,PHX,CLE,Footprint Center,122,101
2024-04-04,Miami Heat,Philadelphia 76ers,MIA,PHI,Kaseya Center,105,109
2024-04-04,New York Knicks,Sacramento Kings,NYK,SAC,Madison Square Garden,120,109
2024-04-04,Dallas Mavericks,Atlanta Hawks,DAL,ATL,American Airlines Center,109,95
2024-04-04,Houston Rockets,Golden State Warriors,HOU,GSW,Toyota Center,110,133
2024-04-04,LA Clippers,Denver Nuggets,LAC,DEN,Crypto.com Arena,102,100
2024-04-05,Charlotte Hornets,Orlando Magic,CHA,ORL,Spectrum Center,124,115
2024-04-05,Indiana Pacers,Oklahoma City Thunder,IND,OKC,Gainbridge Fieldhouse,126,112
2024-04-05,Washington Wizards,Portland Trail Blazers,WAS,POR,Capital One Arena,102,108
2024-04-05,Boston Celtics,Sacramento Kings,BOS,SAC,TD Garden,101,100
2024-04-05,Chicago Bulls,New York Knicks,CHI,NYK,United Center,108,100
2024-04-05,Houston Rockets,Miami Heat,HOU,MIA,Toyota Center,104,119
2024-04-05,Memphis Grizzlies,Detroit Pistons,MEM,DET,FedExForum,108,90
2024-04-05,Milwaukee Bucks,Toronto Raptors,MIL,TOR,Fiserv Forum,111,117
2024-04-05,New Orleans Pelicans,San Antonio Spurs,NOP,SAS,Smoothie King Center,109,111
2024-04-05,Dallas Mavericks,Golden State Warriors,DAL,GSW,American Airlines Center,108,106
2024-04-05,Phoenix Suns,Minnesota Timberwolves,PHX,MIN,Footprint Center,97,87
2024-04-05,LA Clippers,Utah Jazz,LAC,UTA,Crypto.com Arena,131,102
2024-04-06,Los Angeles Lakers,Cleveland Cavaliers,LAL,CLE,Crypto.com Arena,116,97
2024-04-06,Brooklyn Nets,Detroit Pistons,BKN,DET,Barclays Center,113,103
2024-04-06,Memphis Grizzlies,Philadelphia 76ers,MEM,PHI,FedExForum,96,116
2024-04-06,Denver Nuggets,Atlanta Hawks,DEN,ATL,Ball Arena,142,110
2024-04-07,Dallas Mavericks,Houston Rockets,DAL,HOU,American Airlines Center,147,136
2024-04-07,LA Clippers,Cleveland Cavaliers,LAC,CLE,Crypto.com Arena,120,118
2024-04-07,Indiana Pacers,Miami Heat,IND,MIA,Gainbridge Fieldhouse,117,115
2024-04-07,Boston Celtics,Portland Trail Blazers,BOS,POR,TD Garden,124,107
2024-04-07,Charlotte Hornets,Oklahoma City Thunder,CHA,OKC,Spectrum Center,118,121
2024-04-07,Orlando Magic,Chicago Bulls,ORL,CHI,Kia Center,113,98
2024-04-07,Toronto Raptors,Washington Wizards,TOR,WAS,Scotiabank Arena,130,122
2024-04-07,Phoenix Suns,New Orleans Pelicans,PHX,NOP,Footprint Center,105,113
2024-04-07,Milwaukee Bucks,New York Knicks,MIL,NYK,Fiserv Forum,109,122
2024-04-07,San Antonio Spurs,Philadelphia 76ers,SAS,PHI,Frost Bank Center,126,133
2024-04-07,Brooklyn Nets,Sacramento Kings,BKN,SAC,Barclays Center,77,107
2024-04-07,Golden State Warriors,Utah Jazz,GSW,UTA,Chase Center,118,110
2024-04-07,Los Angeles Lakers,Minnesota Timberwolves,LAL,MIN,Crypto.com Arena,117,127
2024-04-09,Charlotte Hornets,Dallas Mavericks,CHA,DAL,Spectrum Center,104,130
2024-04-09,Philadelphia 76ers,Detroit Pistons,PHI,DET,Wells Fargo Center,120,102
2024-04-09,Toronto Raptors,Indiana Pacers,TOR,IND,Scotiabank Arena,123,140
2024-04-09,Atlanta Hawks,Miami Heat,ATL,MIA,State Farm Arena,111,117
2024-04-09,Milwaukee Bucks,Boston Celtics,MIL,BOS,Fiserv Forum,104,91
2024-04-09,Chicago Bulls,New York Knicks,CHI,NYK,United Center,117,128
2024-04-09,Houston Rockets,Orlando Magic,HOU,ORL,Toyota Center,118,106
2024-04-09,Memphis Grizzlies,San Antonio Spurs,MEM,SAS,FedExForum,87,102
2024-04-09,Minnesota Timberwolves,Washington Wizards,MIN,WAS,Target Center,130,121
2024-04-09,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,Paycom Center,112,105
2024-04-09,Utah Jazz,Denver Nuggets,UTA,DEN,Delta Center,95,111
2024-04-09,Los Angeles Lakers,Golden State Warriors,LAL,GSW,Crypto.com Arena,120,134
2024-04-09,Phoenix Suns,LA Clippers,PHX,LAC,Footprint Center,92,105
2024-04-09,Portland Trail Blazers,New Orleans Pelicans,POR,NOP,Moda Center,100,110
2024-04-10,Cleveland Cavaliers,Memphis Grizzlies,CLE,MEM,Rocket Mortgage FieldHouse,110,98
2024-04-10,Atlanta Hawks,Charlotte Hornets,ATL,CHA,State Farm Arena,114,115
2024-04-10,Brooklyn Nets,Toronto Raptors,BKN,TOR,Barclays Center,106,102
2024-04-10,Miami Heat,Dallas Mavericks,MIA,DAL,Kaseya Center,92,111
2024-04-10,Milwaukee Bucks,Orlando Magic,MIL,ORL,Fiserv Forum,117,99
2024-04-10,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,Paycom Center,127,89
2024-04-10,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,Ball Arena,116,107
2024-04-10,LA Clippers,Phoenix Suns,LAC,PHX,Crypto.com Arena,108,124
2024-04-11,Detroit Pistons,Chicago Bulls,DET,CHI,Little Caesars Arena,105,127
2024-04-11,Boston Celtics,New York Knicks,BOS,NYK,TD Garden,109,118
2024-04-11,Utah Jazz,Houston Rockets,UTA,HOU,Delta Center,124,121
2024-04-11,Portland Trail Blazers,Golden State Warriors,POR,GSW,Moda Center,92,100
2024-04-11,Sacramento Kings,New Orleans Pelicans,SAC,NOP,Golden 1 Center,123,135
2024-04-12,Philadelphia 76ers,Orlando Magic,PHI,ORL,Wells Fargo Center,125,113
2024-04-12,Washington Wizards,Chicago Bulls,WAS,CHI,Capital One Arena,127,129
2024-04-12,Boston Celtics,Charlotte Hornets,BOS,CHA,TD Garden,131,98
2024-04-12,Cleveland Cavaliers,Indiana Pacers,CLE,IND,Rocket Mortgage FieldHouse,129,120
2024-04-12,New York Knicks,Brooklyn Nets,NYK,BKN,Madison Square Garden,111,107
2024-04-12,Miami Heat,Toronto Raptors,MIA,TOR,Kaseya Center,125,103
2024-04-12,Memphis Grizzlies,Los Angeles Lakers,MEM,LAL,FedExForum,120,123
2024-04-12,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,Target Center,109,106
2024-04-12,Oklahoma City Thunder,Milwaukee Bucks,OKC,MIL,Paycom Center,125,107
2024-04-12,San Antonio Spurs,Denver Nuggets,SAS,DEN,Frost Bank Center,121,120
2024-04-12,Dallas Mavericks,Detroit Pistons,DAL,DET,American Airlines Center,89,107
2024-04-12,Golden State Warriors,New Orleans Pelicans,GSW,NOP,Chase Center,109,114
2024-04-12,Portland Trail Blazers,Houston Rockets,POR,HOU,Moda Center,107,116
2024-04-12,LA Clippers,Utah Jazz,LAC,UTA,Crypto.com Arena,109,110
2024-04-12,Sacramento Kings,Phoenix Suns,SAC,PHX,Golden 1 Center,107,108
2024-04-14,Boston Celtics,Washington Wizards,BOS,WAS,TD Garden,132,122
2024-04-14,Cleveland Cavaliers,Charlotte Hornets,CLE,CHA,Rocket Mortgage FieldHouse,110,120
2024-04-14,Indiana Pacers,Atlanta Hawks,IND,ATL,Gainbridge Fieldhouse,157,115
2024-04-14,Miami Heat,Toronto Raptors,MIA,TOR,Kaseya Center,118,103
2024-04-14,New York Knicks,Chicago Bulls,NYK,CHI,Madison Square Garden,120,119
2024-04-14,Orlando Magic,Milwaukee Bucks,ORL,MIL,Kia Center,113,88
2024-04-14,Philadelphia 76ers,Brooklyn Nets,PHI,BKN,Wells Fargo Center,107,86
2024-04-14,Memphis Grizzlies,Denver Nuggets,MEM,DEN,FedExForum,111,126
2024-04-14,Minnesota Timberwolves,Phoenix Suns,MIN,PHX,Target Center,106,125
2024-04-14,New Orleans Pelicans,Los Angeles Lakers,NOP,LAL,Smoothie King Center,108,124
2024-04-14,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,Paycom Center,135,86
2024-04-14,San Antonio Spurs,Detroit Pistons,SAS,DET,Frost Bank Center,123,95
2024-04-14,Golden State Warriors,Utah Jazz,GSW,UTA,Chase Center,123,116
2024-04-14,LA Clippers,Houston Rockets,LAC,HOU,Crypto.com Arena,105,116
2024-04-14,Sacramento Kings,Portland Trail Blazers,SAC,POR,Golden 1 Center,121,82
2024-04-16,New Orleans Pelicans,Los Angeles Lakers,NOP,LAL,Smoothie King Center,106,110
2024-04-16,Sacramento Kings,Golden State Warriors,SAC,GSW,Golden 1 Center,118,94
2024-04-17,Philadelphia 76ers,Miami Heat,PHI,MIA,Wells Fargo Center,105,104
2024-04-17,Chicago Bulls,Atlanta Hawks,CHI,ATL,United Center,131,116
2024-04-19,Miami Heat,Chicago Bulls,MIA,CHI,Kaseya Center,112,91
2024-04-19,New Orleans Pelicans,Sacramento Kings,NOP,SAC,Smoothie King Center,105,98
2024-04-20,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Rocket Mortgage FieldHouse,97,83
2024-04-20,Minnesota Timberwolves,Phoenix Suns,MIN,PHX,Target Center,120,95
2024-04-20,New York Knicks,Philadelphia 76ers,NYK,PHI,Madison Square Garden,111,104
2024-04-20,Denver Nuggets,Los Angeles Lakers,DEN,LAL,Ball Arena,114,103
2024-04-21,Boston Celtics,Miami Heat,BOS,MIA,TD Garden,114,94
2024-04-21,LA Clippers,Dallas Mavericks,LAC,DAL,Crypto.com Arena,109,97
2024-04-21,Milwaukee Bucks,Indiana Pacers,MIL,IND,Fiserv Forum,109,94
2024-04-21,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,Paycom Center,94,92
2024-04-22,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Rocket Mortgage FieldHouse,96,86
2024-04-22,New York Knicks,Philadelphia 76ers,NYK,PHI,Madison Square Garden,104,101
2024-04-22,Denver Nuggets,Los Angeles Lakers,DEN,LAL,Ball Arena,101,99
2024-04-23,Minnesota Timberwolves,Phoenix Suns,MIN,PHX,Target Center,105,93
2024-04-23,Milwaukee Bucks,Indiana Pacers,MIL,IND,Fiserv Forum,108,125
2024-04-23,LA Clippers,Dallas Mavericks,LAC,DAL,Crypto.com Arena,93,96
2024-04-24,Boston Celtics,Miami Heat,BOS,MIA,TD Garden,101,111
2024-04-24,Oklahoma City Thunder,New Orleans Pelicans,OKC,NOP,Paycom Center,124,92
2024-04-25,Orlando Magic,Cleveland Cavaliers,ORL,CLE,Kia Center,121,83
2024-04-25,Philadelphia 76ers,New York Knicks,PHI,NYK,Wells Fargo Center,125,114
2024-04-25,Los Angeles Lakers,Denver Nuggets,LAL,DEN,Crypto.com Arena,105,112
2024-04-26,Indiana Pacers,Milwaukee Bucks,IND,MIL,Gainbridge Fieldhouse,121,118
2024-04-26,Dallas Mavericks,LA Clippers,DAL,LAC,American Airlines Center,101,90
2024-04-26,Phoenix Suns,Minnesota Timberwolves,PHX,MIN,Footprint Center,109,126
2024-04-27,Orlando Magic,Cleveland Cavaliers,ORL,CLE,Kia Center,112,89
2024-04-27,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,Smoothie King Center,85,106
2024-04-27,Miami Heat,Boston Celtics,MIA,BOS,Kaseya Center,84,104
2024-04-27,Los Angeles Lakers,Denver Nuggets,LAL,DEN,Crypto.com Arena,119,108
2024-04-28,Philadelphia 76ers,New York Knicks,PHI,NYK,Wells Fargo Center,92,97
2024-04-28,Dallas Mavericks,LA Clippers,DAL,LAC,American Airlines Center,111,116
2024-04-28,Indiana Pacers,Milwaukee Bucks,IND,MIL,Gainbridge Fieldhouse,126,113
2024-04-28,Phoenix Suns,Minnesota Timberwolves,PHX,MIN,Footprint Center,116,122
2024-04-29,Miami Heat,Boston Celtics,MIA,BOS,Kaseya Center,88,102
2024-04-29,New Orleans Pelicans,Oklahoma City Thunder,NOP,OKC,Smoothie King Center,89,97
2024-04-29,Denver Nuggets,Los Angeles Lakers,DEN,LAL,Ball Arena,108,106
2024-04-30,New York Knicks,Philadelphia 76ers,NYK,PHI,Madison Square Garden,106,112
2024-04-30,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Rocket Mortgage FieldHouse,104,103
2024-04-30,Milwaukee Bucks,Indiana Pacers,MIL,IND,Fiserv Forum,115,92
2024-05-01,Boston Celtics,Miami Heat,BOS,MIA,TD Garden,118,84
2024-05-01,LA Clippers,Dallas Mavericks,LAC,DAL,Crypto.com Arena,93,123
2024-05-02,Indiana Pacers,Milwaukee Bucks,IND,MIL,Gainbridge Fieldhouse,120,98
2024-05-02,Philadelphia 76ers,New York Knicks,PHI,NYK,Wells Fargo Center,115,118
2024-05-03,Orlando Magic,Cleveland Cavaliers,ORL,CLE,Kia Center,103,96
2024-05-03,Dallas Mavericks,LA Clippers,DAL,LAC,American Airlines Center,114,101
2024-05-04,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,Ball Arena,99,106
2024-05-05,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Rocket Mortgage FieldHouse,106,94
2024-05-06,New York Knicks,Indiana Pacers,NYK,IND,Madison Square Garden,121,117
2024-05-06,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,Ball Arena,80,106
2024-05-07,Boston Celtics,Cleveland Cavaliers,BOS,CLE,TD Garden,120,95
2024-05-07,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,Paycom Center,117,95
2024-05-08,New York Knicks,Indiana Pacers,NYK,IND,Madison Square Garden,130,121
2024-05-09,Boston Celtics,Cleveland Cavaliers,BOS,CLE,TD Garden,94,118
2024-05-09,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,Paycom Center,110,119
2024-05-10,Indiana Pacers,New York Knicks,IND,NYK,Gainbridge Fieldhouse,111,106
2024-05-10,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,Target Center,90,117
2024-05-11,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,American Airlines Center,105,101
2024-05-11,Cleveland Cavaliers,Boston Celtics,CLE,BOS,Rocket Mortgage FieldHouse,93,106
2024-05-12,Indiana Pacers,New York Knicks,IND,NYK,Gainbridge Fieldhouse,121,89
2024-05-12,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,Target Center,107,115
2024-05-13,Cleveland Cavaliers,Boston Celtics,CLE,BOS,Rocket Mortgage FieldHouse,102,109
2024-05-13,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,American Airlines Center,96,100
2024-05-14,New York Knicks,Indiana Pacers,NYK,IND,Madison Square Garden,121,91
2024-05-14,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,Ball Arena,112,97
2024-05-15,Boston Celtics,Cleveland Cavaliers,BOS,CLE,TD Garden,113,98
2024-05-15,Oklahoma City Thunder,Dallas Mavericks,OKC,DAL,Paycom Center,92,104
2024-05-16,Minnesota Timberwolves,Denver Nuggets,MIN,DEN,Target Center,115,70
2024-05-17,Indiana Pacers,New York Knicks,IND,NYK,Gainbridge Fieldhouse,116,103
2024-05-18,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,American Airlines Center,117,116
2024-05-19,New York Knicks,Indiana Pacers,NYK,IND,Madison Square Garden,109,130
2024-05-19,Denver Nuggets,Minnesota Timberwolves,DEN,MIN,Ball Arena,90,98
2024-05-21,Boston Celtics,Indiana Pacers,BOS,IND,TD Garden,133,128
2024-05-22,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,Target Center,105,108
2024-05-23,Boston Celtics,Indiana Pacers,BOS,IND,TD Garden,126,110
2024-05-24,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,Target Center,108,109
2024-05-25,Indiana Pacers,Boston Celtics,IND,BOS,Gainbridge Fieldhouse,111,114
2024-05-26,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,American Airlines Center,116,107
2024-05-27,Indiana Pacers,Boston Celtics,IND,BOS,Gainbridge Fieldhouse,102,105
2024-05-28,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,American Airlines Center,100,105
2024-05-30,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,Target Center,103,124
2024-06-06,Boston Celtics,Dallas Mavericks,BOS,DAL,TD Garden,107,89
2024-06-09,Boston Celtics,Dallas Mavericks,BOS,DAL,TD Garden,105,98
2024-06-12,Dallas Mavericks,Boston Celtics,DAL,BOS,American Airlines Center,99,106
2024-06-14,Dallas Mavericks,Boston Celtics,DAL,BOS,American Airlines Center,122,84
2024-06-17,Boston Celtics,Dallas Mavericks,BOS,DAL,TD Garden,106,88
2023-10-05,Minnesota Timberwolves,Dallas Mavericks,MIN,DAL,Etihad Arena,111,99
2023-10-07,Dallas Mavericks,Minnesota Timberwolves,DAL,MIN,Etihad Arena,96,104
2023-10-07,Golden State Warriors,Los Angeles Lakers,GSW,LAL,Chase Center,125,108
2023-10-08,Milwaukee Bucks,Chicago Bulls,MIL,CHI,Fiserv Forum,105,102
2023-10-08,Detroit Pistons,Phoenix Suns,DET,PHX,Little Caesars Arena,126,130
2023-10-08,Boston Celtics,Philadelphia 76ers,BOS,PHI,TD Garden,114,106
2023-10-08,Memphis Grizzlies,Indiana Pacers,MEM,IND,FedExForum,127,122
2023-10-08,Toronto Raptors,Sacramento Kings,TOR,SAC,Rogers Arena,112,99
2023-10-08,LA Clippers,Utah Jazz,LAC,UTA,Stan Sheriff Center,96,101
2023-10-09,New York Knicks,Boston Celtics,NYK,BOS,Madison Square Garden,114,107
2023-10-09,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,Paycom Center,122,121
2023-10-09,Los Angeles Lakers,Brooklyn Nets,LAL,BKN,T-Mobile Arena,129,126
2023-10-10,Madrid Baloncesto,Dallas Mavericks,RMD,DAL,WiZink Center,127,123
2023-10-10,Washington Wizards,Cairns Taipans,WAS,CNS,Capital One Arena,145,82
2023-10-10,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,State Farm Arena,108,107
2023-10-10,Miami Heat,Charlotte Hornets,MIA,CHA,Kaseya Center,113,109
2023-10-10,Houston Rockets,Indiana Pacers,HOU,IND,Toyota Center,122,103
2023-10-10,Memphis Grizzlies,Milwaukee Bucks,MEM,MIL,FedExForum,108,102
2023-10-10,New Orleans Pelicans,Orlando Magic,NOP,ORL,Smoothie King Center,105,122
2023-10-10,LA Clippers,Utah Jazz,LAC,UTA,Climate Pledge Arena,103,98
2023-10-10,Phoenix Suns,Denver Nuggets,PHX,DEN,Footprint Center,107,115
2023-10-10,Portland Trail Blazers,New Zealand Breakers,POR,NZB,Moda Center,106,66
2023-10-11,Philadelphia 76ers,Boston Celtics,PHI,BOS,Wells Fargo Center,101,112
2023-10-11,Los Angeles Lakers,Sacramento Kings,LAL,SAC,Honda Center,109,101
2023-10-12,Washington Wizards,Charlotte Hornets,WAS,CHA,Capital One Arena,98,92
2023-10-12,Cleveland Cavaliers,Orlando Magic,CLE,ORL,Rocket Mortgage FieldHouse,105,108
2023-10-12,Oklahoma City Thunder,Detroit Pistons,OKC,DET,Bell Centre,125,128
2023-10-12,Atlanta Hawks,Memphis Grizzlies,ATL,MEM,State Farm Arena,103,102
2023-10-12,Brooklyn Nets,Ra'anana Maccabi Ra'anana,BKN,MRA,Barclays Center,135,103
2023-10-12,Chicago Bulls,Denver Nuggets,CHI,DEN,United Center,133,124
2023-10-12,New Orleans Pelicans,Houston Rockets,NOP,HOU,Legacy Arena at the BJCC,87,120
2023-10-12,Portland Trail Blazers,Phoenix Suns,POR,PHX,Moda Center,111,122
2023-10-13,San Antonio Spurs,Miami Heat,SAS,MIA,Frost Bank Center,120,104
2023-10-13,Los Angeles Lakers,Golden State Warriors,LAL,GSW,Crypto.com Arena,125,129
2023-10-14,Atlanta Hawks,New Orleans Pelicans,ATL,NOP,Gateway Center Arena,110,105
2023-10-14,New York Knicks,Minnesota Timberwolves,NYK,MIN,Madison Square Garden,112,121
2023-10-14,Utah Jazz,Portland Trail Blazers,UTA,POR,Delta Center,138,133
2023-10-15,Charlotte Hornets,Oklahoma City Thunder,CHA,OKC,Spectrum Center,117,115
2023-10-15,Miami Heat,Memphis Grizzlies,MIA,MEM,Kaseya Center,132,124
2023-10-15,Toronto Raptors,Cairns Taipans,TOR,CNS,Scotiabank Arena,134,93
2023-10-15,Los Angeles Lakers,Milwaukee Bucks,LAL,MIL,Crypto.com Arena,97,108
2023-10-15,Denver Nuggets,Chicago Bulls,DEN,CHI,Ball Arena,116,102
2023-10-15,Sacramento Kings,Golden State Warriors,SAC,GSW,Golden 1 Center,115,121
2023-10-16,Indiana Pacers,Atlanta Hawks,IND,ATL,Gainbridge Fieldhouse,116,112
2023-10-16,Cleveland Cavaliers,Ra'anana Maccabi Ra'anana,CLE,MRA,Rocket Mortgage FieldHouse,120,89
2023-10-16,Brooklyn Nets,Philadelphia 76ers,BKN,PHI,Barclays Center,119,127
2023-10-16,San Antonio Spurs,Houston Rockets,SAS,HOU,Frost Bank Center,89,99
2023-10-16,Utah Jazz,New Zealand Breakers,UTA,NZB,Delta Center,114,94
2023-10-16,Phoenix Suns,Portland Trail Blazers,PHX,POR,Footprint Center,117,106
2023-10-17,Orlando Magic,New Orleans Pelicans,ORL,NOP,Amway Center,92,104
2023-10-17,Boston Celtics,New York Knicks,BOS,NYK,TD Garden,123,110
2023-10-17,Chicago Bulls,Toronto Raptors,CHI,TOR,United Center,102,106
2023-10-17,Oklahoma City Thunder,Milwaukee Bucks,OKC,MIL,Paycom Center,124,101
2023-10-17,Minnesota Timberwolves,Ra'anana Maccabi Ra'anana,MIN,MRA,Target Center,138,111
2023-10-17,LA Clippers,Denver Nuggets,LAC,DEN,Crypto.com Arena,116,103
2023-10-18,Miami Heat,Brooklyn Nets,MIA,BKN,Kaseya Center,104,107
2023-10-18,New York Knicks,Washington Wizards,NYK,WAS,Madison Square Garden,106,131
2023-10-18,San Antonio Spurs,Houston Rockets,SAS,HOU,Frost Bank Center,117,103
2023-10-18,Golden State Warriors,Sacramento Kings,GSW,SAC,Chase Center,116,115
2023-10-19,Charlotte Hornets,Boston Celtics,CHA,BOS,Spectrum Center,99,127
2023-10-19,Chicago Bulls,Minnesota Timberwolves,CHI,MIN,United Center,105,114
2023-10-19,Oklahoma City Thunder,Detroit Pistons,OKC,DET,BOK Center,116,118
2023-10-19,Los Angeles Lakers,Phoenix Suns,LAL,PHX,Acrisure Arena,100,123
2023-10-19,LA Clippers,Denver Nuggets,LAC,DEN,Crypto.com Arena,90,103
2023-10-19,Sacramento Kings,Utah Jazz,SAC,UTA,Golden 1 Center,116,113
